sample_id,specialty,question,answer,rationale,A,B,C,D,E,model_answer,model rationale,correct,model number
4dcef5829a86c0ddf499c426963554b65274f5b729415cbb7d8c586b4b83f846,Obstetrics_and_Gynecology,"Question: Which of the following statements accurately reflects the management approach for a 62-year-old obese woman with hypertension and type 2 diabetes mellitus who experiences vaginal bleeding for the first time since her menopause 11 years ago?
###Options:
A.  She probably has fibroids
B.  The woman's symptoms are most likely due to the presence of an arteriovenous malformation in the uterine wall.
C.  She should undergo evaluation with a pelvic examination and transvaginal ultrasound, and referral for endometrial sampling is necessary.
D.  She has engaged in energetic sexual intercourse

###Answer:",C,"In a postmenopausal woman, particularly one with diabetes, obesity, and hypertension, there is a heightened risk of endometrial cancer that warrants investigation and exclusion.",She probably has fibroids,The woman's symptoms are most likely due to the presence of an arteriovenous malformation in the uterine wall.,"She should undergo evaluation with a pelvic examination and transvaginal ultrasound, and referral for endometrial sampling is necessary.",She has engaged in energetic sexual intercourse,,C,"C. She should undergo evaluation with a pelvic examination and transvaginal ultrasound, and referral for endometrial sampling is necessary. Rationale: Postmenopausal bleeding is a red flag symptom that warrants investigation to rule out endometrial cancer. The appropriate management includes a pelvic examination, transvaginal ultrasound to assess the endometrium, and endometrial sampling to obtain tissue for pathological examination. The other options are incorrect as they do not address the need for a thorough evaluation to determine the underlying cause of the bleeding.",True,model2
da4c5d13cf0246b7b9594a2752c1d783492f52234748f8d27be5a79afdc3152a,Internal_Medicine,"Question: 51-year-old man with a 10-year history of gastroesophageal reflux and suspected Barrett esophagus comes to the office because his omeprazole dose ""doesn't work around the Christmas holidays."" He states that he prides himself on having a large appetite and ""holding his liquor"" during the holidays. He currently takes the maximum dose of omeprazole. Which of the following is the most appropriate initial action by the physician?
###Options:
A.  Ask the patient how much he is eating and drinking during the holidays
B.  Explain the hazards of untreated reflux in the presence of Barrett esophagus
C.  Order an upper endoscopy
D.  Switch the omeprazole to pantoprazole
E.  Refer the patient to a gastroenterologist

###Answer:",A,"Given the patient's symptoms worsening specifically during the holidays despite taking the maximum dose of omeprazole, it is important to assess potential contributing factors such as excessive eating and drinking, which can exacerbate gastroesophageal reflux. Understanding the patient's behavior during the holidays can guide further management decisions. Therefore, option (A) is the most appropriate initial action.",Ask the patient how much he is eating and drinking during the holidays,Explain the hazards of untreated reflux in the presence of Barrett esophagus,Order an upper endoscopy,Switch the omeprazole to pantoprazole,Refer the patient to a gastroenterologist,A,"A. Ask the patient how much he is eating and drinking during the holidays Rationale:
The most appropriate initial action is to gather more information about the patient's lifestyle during the holidays. The patient states that he has a large appetite and drinks heavily, which could be contributing to his increased reflux symptoms. By asking about his eating and drinking habits, the physician can assess whether lifestyle modifications could help improve his symptoms.",True,model2
4b4a7a952553f6dea5427e115809cf5c558ca9288d02cfcc74263e5132ec2887,Internal_Medicine,"Question: What is the recommended vaccination to prevent shingles (herpes zoster) in older adults?
###Options:
A.  DTaP
B.  MMR
C.  Influenza
D.  Pneumococcal vaccine
E.  Zoster (shingles) vaccine

###Answer:",E,"The zoster (shingles) vaccine is recommended for older adults to prevent shingles, a painful rash caused by reactivation of the varicella-zoster virus.",DTaP,MMR,Influenza,Pneumococcal vaccine,Zoster (shingles) vaccine,E,"E. Zoster (shingles) vaccine Rationale:
The Zoster (shingles) vaccine is specifically designed to prevent shingles, which is a painful viral infection caused by the reactivation of the varicella-zoster virus (the same virus that causes chickenpox). It is recommended for adults aged 50 and older to reduce the risk of developing shingles.",True,model2
265049d633cd0f3229d266a5284aa104eba52196034cb16afe7a0a70bac253f6,Cardiology,"Question: A 34-year-old man presents with a 1-week history of muscle aches, fatigue, and fever that occurs every 2 days. His history is significant for a trip to Nepal. Vital signs are temperature 39°C (102.2°F), heart rate 102 bpm, respiratory rate 22 breaths/min, and blood pressure 108/74 mm Hg. Physical examination reveals icterus and splenomegaly. Laboratory results are hemoglobin 11 g/dL and the peripheral smear shows erythrocytes with brick-red granules. A presumptive diagnosis is made and the patient is hospitalized and started on appropriate therapy. On the 3rd hospital day, the develops a sudden increase in heart rate. An electrocardiogram is obtained (see below). What was the most likely drug administered?


###Options:
A.  Metronidazole
B.  Pyrimethamine
C.  ciprofloxacin
D.  Chloroquine
E.  Doxycycline

###Answer:",D,"A patient with recent travel history, cyclical fever, and brick red granules (Schüffner stippling) in erythrocytes suggests the diagnosis of malaria. The patient was most likely treated with chloroquine, a quinoline derivative that is a first-line agent for Plasmodium vivax and P. ovale infections. Chloroquine can cause marked QT prolongation and can cause severe ventricular arrhythmias like torsades de pointes.

Patients on antimalarials should be monitored with an ECG regularly. The common side effect of chloroquine is gastrointestinal upset (GI), headache, blurred vision, and insomnia.

Doxycycline and tetracycline are usually well-tolerated, but some GI upset can be seen and, less commonly, ultraviolet photosensitivity

Metronidazole and pyrimethamine drugs are not effective against malaria.",Metronidazole,Pyrimethamine,ciprofloxacin,Chloroquine,Doxycycline,D,"D. Chloroquine Rationale:
The patient's presentation is consistent with malaria, specifically Plasmodium vivax infection, characterized by fever every 2 days, splenomegaly, and brick-red granules in erythrocytes (Schüffner's dots). The sudden increase in heart rate on the 3rd hospital day after starting chloroquine therapy suggests a complication known as chloroquine-induced QT prolongation, which is supported by the electrocardiogram findings. Chloroquine is an effective antimalarial drug commonly used to treat P. vivax infection.",True,model2
8bc767a7f2a0145642eb2052ff5cac54048fd52037d431b8072a502238b1523b,Internal_Medicine,"Question: Which type of immune cell is primarily responsible for coordinating and regulating immune responses by releasing signaling molecules (cytokines)?
###Options:
A.  Macrophages
B.  Dendritic cells
C.  T cells
D.  B cells
E.  Natural killer cells

###Answer:",C,"T cells (T lymphocytes) play a central role in adaptive immunity by recognizing antigens, coordinating immune responses, and producing cytokines to activate other immune cells.",Macrophages,Dendritic cells,T cells,B cells,Natural killer cells,C,"C. T cells Rationale:
T cells, specifically helper T cells, are the primary immune cells responsible for coordinating and regulating immune responses. They release cytokines that activate and direct other immune cells, such as macrophages, B cells, and cytotoxic T cells, to respond to specific antigens.",True,model2
41704f00810cf3a6d3d6fa04fa6b9cdaaba8bbc635225b206d003afcec1bbd87,Endocrinology,"Question: Which of the following hormones is  secreted by the beta cells of the pancreas and stimulates the uptake of glucose by the cells
###Options:
A.  Glucagon
B.  epinephrine
C.  Somatostatin
D.  Insulin
E.  Progesterone

###Answer:",D,Insulin is responsible for the rise in blood glucose levels after meals.It promotes the uptake of glucose by muscles and fat cells thereby lowering blood glucose levels,Glucagon,epinephrine,Somatostatin,Insulin,Progesterone,D,"D. Insulin Rationale:
Insulin is a hormone secreted by the beta cells of the pancreas that promotes the uptake of glucose into cells, thereby lowering blood glucose levels.",True,model2
b54ad40386e61a6e25d4e6d90ac7890bef312ec4f3b1231f630acf3323bd9503,Cardiology,"Question: Which condition is characterized by sudden, temporary weakness or paralysis on one side of the body?
###Options:
A.  Epilepsy
B.  Migraine
C.  Hemiplegia
D.  Bell's palsy
E.  Parkinson's disease

###Answer:",C,Hemiplegia refers to weakness or paralysis affecting one side of the body and is often associated with conditions like stroke or brain injury.,Epilepsy,Migraine,Hemiplegia,Bell's palsy,Parkinson's disease,C,"C. Hemiplegia Rationale:
Hemiplegia is a condition that causes sudden, temporary weakness or paralysis on one side of the body. It is typically caused by a stroke or other damage to the brain. The other options are not characterized by this specific symptom.",True,model2
8ea1d0fb5473b044285b1ed35394d8e165517c54fb13b61240909969596f48fa,Internal_Medicine,"Question: Type II respiratory failure occurs when alveolar ventilation is insufficient to excrete the carbon dioxide being produced. Which of the following is the most important cause for type II respiratory failure in myasthenia gravis?
###Options:
A.  Increased resistance to ventilation
B.  Pulmonary vasoconstriction
C.  Increased vagal stimulation of pontine centres
D.  Early fatigue of inspiratory muscles
E.  Depression of dorsal respiratory group of neurons

###Answer:",D,"The most important cause for type II respiratory failure in myasthenia gravis is early fatigue of inspiratory muscles.Myasthenia gravis (MG) is an autoimmune disorder characterized by muscle weakness and fatigue, particularly in the voluntary muscles. In the context of respiratory function, weakness and fatigue of the respiratory muscles, including the diaphragm and other inspiratory muscles, can lead to inadequate ventilation. This inadequate ventilation results in impaired clearance of carbon dioxide (CO2), leading to type II respiratory failure (hypercapnic respiratory failure).While other factors such as increased resistance to ventilation or depression of the dorsal respiratory group of neurons may contribute to respiratory dysfunction in certain conditions, early fatigue of inspiratory muscles is the primary mechanism responsible for type II respiratory failure in myasthenia gravis.",Increased resistance to ventilation,Pulmonary vasoconstriction,Increased vagal stimulation of pontine centres,Early fatigue of inspiratory muscles,Depression of dorsal respiratory group of neurons,D,"D. Early fatigue of inspiratory muscles Rationale:
Myasthenia gravis is an autoimmune disorder that causes weakness of skeletal muscles, including the muscles of respiration. This leads to early fatigue of the inspiratory muscles, which in turn results in insufficient alveolar ventilation and the accumulation of carbon dioxide in the blood (type II respiratory failure).",True,model2
2d60b396e4008a37d83f4840e9dca61a8b4169242ce12a693969859647586264,Cardiology,"Question: A 65-year-old man presents with dyspnea, fatigue, and peripheral edema at the hospital. He has had diabetes for more than 20 years. On examination, he is afebrile; other vitals are blood pressure 147/92 mm Hg, heart rate 95 bpm, and respiratory rate 25/min. Physical exam notes 4+ pitting edema in both legs, increased jugular venous pressure, S3 heart sound, and rales. The patients laboratory values are sodium 145 mmol/L, potassium 4.7 mmol/L, magnesium 1.2 mmol/L, and glucose 4.3 mmol/L. The patient has a history of hypertension and hypercholesterolemia. He is treated with furosemide and stabilized. On discharge, he is given medication with alpha-adrenergic and beta-adrenergic activity for treatment. Which of the following is the most likely indication?
###Options:
A.  Septic shock
B.  Hypertensive crisis
C.  Acute myocardial infarction
D.  Heart failure
E.  Dysrhythmia

###Answer:",D,"Carvedilol is a beta-blocker with an alpha-blocking activity associated with reduced mortality in patients with heart failure.

Carvedilol is indicated for treating hypertension, heart failure, and left ventricular dysfunction.

Beta-adrenergic blocking agents usually are not given specifically with regard to meals or the fullness or emptiness of the stomach.

Other agents associated with reduced mortality in patients with heart failure include angiotensin-converting enzyme inhibitors, isosorbide dinitrate, carvedilol, bisoprolol, and metoprolol succinate.",Septic shock,Hypertensive crisis,Acute myocardial infarction,Heart failure,Dysrhythmia,D,"D. Heart failure Rationale: The patient's symptoms and examination findings are consistent with heart failure. The medication with alpha-adrenergic and beta-adrenergic activity is likely carvedilol, a beta-blocker that also has alpha-blocking activity. Carvedilol is indicated for the treatment of heart failure.",True,model2
2f1f3304aaec1fffd4ec6b7941c9177064dd01d3f7b623d9754f8973eebfd1c2,Obstetrics_and_Gynecology,"Question: A 19-year-old female seeks elective pregnancy termination six weeks subsequent to the anticipated (missed) onset of her menstrual cycle. She has a history of regular menstruation transpiring every 28 days. Pregnancy is validated via ²-human chorionic gonadotropin (²-hCG), with ultrasound affirming the anticipated gestational age. In consideration of this patient's circumstances, what method of pregnancy termination would be both safe and efficacious at this juncture?
###Options:
A.  Suction dilation and curettage (D
B.  Dilation and evacuation (D
C.  Hypertonic saline infusion
D.  15-methyl ±-prostaglandin injectio
E.  Hysterotomy

###Answer:",A,"Surgical abortion stands as one of the safest medical procedures, boasting a minimal serious complication rate of less than 1% during the first trimester, with a mortality rate merely a fraction of that associated with term delivery. Suction dilation and curettage represent the preferred method during the initial trimester. Internationally, the combination of the oral agent RU-486 followed by prostaglandin injection has demonstrated remarkable efficacy and safety, particularly within European clinical trials, proving effective up to approximately 9 weeks of gestation. Additionally, 15-methyl ±-prostaglandin serves as a viable intramuscular abortifacient, alongside options such as prostaglandin E2 suppositories or intraamniotic prostaglandin F2± for second-trimester induction of preterm labor. In light of safety concerns, intraamniotic injection of hypertonic saline is no longer deemed suitable due to its heightened risk of serious complications, including mortality, hyperosmolar crisis, cardiac failure, peritonitis, hemorrhage, and coagulation abnormalities. Thus, it is imperative to utilize superior alternatives and refrain from saline administration. Dilation and evacuation (D",Suction dilation and curettage (D,Dilation and evacuation (D,Hypertonic saline infusion,15-methyl ±-prostaglandin injectio,Hysterotomy,A,"A. Suction dilation and curettage (D&C) Rationale: Suction D&C is a safe and effective method of pregnancy termination for pregnancies up to 12 weeks of gestation. It is the preferred method for elective termination in the first trimester, as it is minimally invasive and has a low risk of complications. The other options listed are not recommended for pregnancy termination at this gestational age, as they are either less effective or carry a higher risk of complications.",True,model2
