sample_id,specialty,question,answer,rationale,A,B,C,D,E,model_answer,model rationale,correct,model number
00a0c5c3ecc24277534918a48a8fc2d85c8d606be1d439c2a9a23937032db455,Internal_Medicine,"Question: What is the recommended method for preventing the transmission of tuberculosis (TB)?
###Options:
A.  Handwashing with soap and water
B.  Using insect repellents
C.  Sleeping under mosquito nets
D.  Wearing respiratory masks in crowded places
E.  Regular exercise

###Answer:",D,"Wearing respiratory masks in crowded places helps prevent the inhalation of TB bacteria, especially in areas with high TB prevalence.",Handwashing with soap and water,Using insect repellents,Sleeping under mosquito nets,Wearing respiratory masks in crowded places,Regular exercise,D,"D.  Wearing respiratory masks in crowded places

Rationale: The recommended method for preventing the transmission of tuberculosis (TB) is wearing respiratory masks in crowded places. TB is an airborne disease, and the primary mode of transmission is through the inhalation of droplet nuclei containing Mycobacterium tuberculosis. Wearing respiratory masks, especially in crowded places, can help reduce the transmission of TB by preventing the inhalation of these droplet nuclei. Handwashing with soap and water (Option A) is important for preventing the transmission of many infectious diseases, but it is not specifically effective against TB. Insect repellents (Option B) and sleeping under mosquito nets (Option C) are measures used to prevent mosquito-borne diseases such as malaria, not TB. Regular exercise (Option E) is important for overall health but is not a method for preventing TB transmission.",True,model6
0111bb9d8842f840bcc6ee529c481f3c3bd67808982f953738695700e226775d,Obstetrics_and_Gynecology,"Question: A 24-year-old woman G2P0010 had a pregnancy complicated by abruptio placentae leading to fetal death at 38 weeks gestation. There was no etiology found after a diligent search. Which of the following statements is most accurate regarding this pregnancy?
###Options:
A.  With no etiology found, the risk of abruption in this current pregnancy is the same as any other pregnant patient
B.  Antenatal testing with biophysical profile should be considered starting at 34 to 35 weeks gestation
C.  Induction of labor should be considered at 37 to 38 weeks gestation.
D.  Weekly ultrasound examinations screening for retroplacental hemorrhage should be considered starting at 32 weeks gestation

###Answer:",C,"A history of abruption that is unexplained confers an increased risk of abruption with subsequent pregnancies. Antenatal testing does not predict acute events such as abruption. Rather, fetal testing such as biophysical profile is designed to identify chronic uteroplacental insufficiency such as caused by chronic hypertension, renal insufficiency, or maternal lupus. Ultrasound has poor ability to identify retroplacental clots or abruption. Induction at or slightly before the time of abruption with the fetal loss, if at term, is a reasonable approach to avoid repeat abruption.","With no etiology found, the risk of abruption in this current pregnancy is the same as any other pregnant patient",Antenatal testing with biophysical profile should be considered starting at 34 to 35 weeks gestation,Induction of labor should be considered at 37 to 38 weeks gestation.,Weekly ultrasound examinations screening for retroplacental hemorrhage should be considered starting at 32 weeks gestation,,B,"B

Rationale: 
Abruptio placentae is a serious complication of pregnancy. In the absence of an identifiable etiology, the risk of recurrence is increased. The American College of Obstetricians and Gynecologists (ACOG) recommends antenatal testing with biophysical profile starting at 34 to 35 weeks gestation in women with a history of abruptio placentae. This is to identify any potential fetal compromise and to guide timing of delivery. Induction of labor at 37 to 38 weeks gestation may be considered, but only after careful evaluation and discussion with the patient. There is no evidence to support weekly ultrasound examinations screening for retroplacental hemorrhage starting at 32 weeks gestation.",False,model6
02515f966b3b25b3d0b686eb18ff5a1255b7b8b5a007017ce879a035e79985d9,Infectious_Disease,"Question: Select the situations in which the methods of sterilization or disinfection is not correctly applied
###Options:
A.  Plastic petri dishes: Hot air oven
B.  Theatre disinfection: UV radiation
C.  Skin antisepsis: Chlorhexidine in spirit
D.  Spillage of blood or serum: Hypochlorite solution

###Answer:",A,"Hot air oven, a form of dry heat requires temperatures in the range of 180°C for 2 hours. This process is used primarily for glassware.",Plastic petri dishes: Hot air oven,Theatre disinfection: UV radiation,Skin antisepsis: Chlorhexidine in spirit,Spillage of blood or serum: Hypochlorite solution,,B,"B

Rationale: UV radiation is not a reliable method for theatre disinfection. It has limited penetrating power and is not effective against spores. It is mainly used for air and surface disinfection in laboratory settings. The other options are correct applications of sterilization or disinfection methods.",False,model6
02aae19255a9aec7e27aad9da13e2fc71d28fd963a773f171eb1d8d8427b5771,Infectious_Disease,"Question: Which of the following is a method of preventing the transmission of HIV (human immunodeficiency virus)?
###Options:
A.  Hand hygiene
B.  Condom use
C.  Oral antibiotics
D.  Isolation procedures
E.  Wearing of gloves

###Answer:",B,"Condom use is an effective method of preventing the sexual transmission of HIV, along with other sexually transmitted infections (STIs). It is an important component of comprehensive HIV prevention strategies.",Hand hygiene,Condom use,Oral antibiotics,Isolation procedures,Wearing of gloves,B,"B

Rationale: Condom use is an effective method of preventing the transmission of HIV, as it acts as a physical barrier to prevent the exchange of bodily fluids between sexual partners. While hand hygiene, wearing of gloves, and isolation procedures are important infection control measures, they are not specifically targeted at preventing HIV transmission. Oral antibiotics are not a method of preventing HIV transmission.",True,model6
02f3101dc8b43c72285a55444004a31e2143c0eb592b9b6ed66188442e4cf5ec,Cardiology,"Question: A 58-year-old female reports that she recently stopped taking her blood pressure medications because of swelling in her feet that began shortly after she started treatment. Which is most likely to cause peripheral edema?
###Options:
A.  Atenolol
B.  Clonidine
C.  Felodipine
D.  Hydralazine
E.  Prazosin

###Answer:",C,Peripheral edema is one of the most common side effects of calcium channel blockers. None of the other agents commonly cause peripheral edema,Atenolol,Clonidine,Felodipine,Hydralazine,Prazosin,C,"C. Felodipine

Rationale: Felodipine is a calcium channel blocker, which is known to cause peripheral edema as a side effect. The exact mechanism of this is unclear, but it may be related to the increased blood flow to the periphery and the resulting increased hydrostatic pressure. Calcium channel blockers are commonly used to treat hypertension, and peripheral edema is a common side effect of these medications.",True,model6
04fa2897a3270076815ed74a9d23c04481da67bfdaca812170703cf9806b08f0,Gastroenterology,"Question: A 9-month-old male from Central America is brought to the emergency department with a 6-hour history of intermittent, inconsolable crying and hugging his knees to his abdomen. He has had two bloody stools and vomiting. The infant is irritable with a temperature of 38.5 C. The abdomen seems tender, and the child continues crying. What is the best initial diagnostic test?
###Options:
A.  Stool for giardia antigen, ova, and parasites
B.  Air contrast enema with a baseline scout decubitus view
C.  Abdominal ultrasound
D.  Plain radiograph of the abdomen
E.  CT scan

###Answer:",C,"The patient, being between the ages of 6 months and 4 years, most likely has ileocolic intussusception.

The history is consistent with this diagnosis, and occasionally a sausage-shaped mass can be palpated in the right upper quadrant. Plain radiographs may be helpful to exclude perforation or when ultrasound is not immediately available and can show characteristic bowel obstruction. The ""target sign,"" consisting of two concentric radiolucent circles superimposed on the right kidney, represents peritoneal fat surrounding and within the intussusception. The ""crescent sign"" is a soft tissue density representing the intussusceptum projecting into the gas of the large bowel, obscured liver margin, or lack of air in the cecum.

Air, saline, or barium enema can reduce the intussusception or make the diagnosis but are not usually the first study ordered because there is a risk of bowel rupture. Prior to the enema, the patient must be cleared for surgery. There is no preparation required for an abdominal ultrasound.

Bowel perforation must be excluded prior to radiologic intervention. Air has the least incidence of perforation.","Stool for giardia antigen, ova, and parasites",Air contrast enema with a baseline scout decubitus view,Abdominal ultrasound,Plain radiograph of the abdomen,CT scan,D,"D. Plain radiograph of the abdomen

Rationale: 
The patient's symptoms and signs are consistent with an acute abdomen, specifically an intussusception. The best initial diagnostic test would be a plain radiograph of the abdomen to rule out free air in the abdomen, which would indicate a perforation. The radiograph can also show signs of bowel obstruction, such as dilated bowel loops or a soft tissue mass. If the radiograph is negative, an air contrast enema (Option B) would be the next step to diagnose and potentially treat the intussusception. Options A and C are not the best initial diagnostic tests, as they are more specific to certain diagnoses and would not provide an immediate diagnosis. Option E is not indicated in this scenario.",False,model6
0520fc7000b1f741fc8089fe95e834975d0b1819271c16dd443c9ceb10ec7ae1,Cardiology,"Question: What condition is characterized by an irregular and often rapid heart rate that can increase the risk of strokes, heart failure, and other heart-related complications?
###Options:
A.  Ventricular tachycardia
B.  Atrial fibrillation
C.  Bradycardia
D.  Ventricular fibrillation
E.  Cardiac arrest

###Answer:",B,"The correct answer is (B) Atrial fibrillation. Atrial fibrillation (AFib) is a common type of arrhythmia that involves a rapid and irregular beating of the atrial chambers of the heart, increasing the risk of stroke, heart failure, and other heart-related issues.",Ventricular tachycardia,Atrial fibrillation,Bradycardia,Ventricular fibrillation,Cardiac arrest,B,"B. Atrial fibrillation

Rationale: Atrial fibrillation (AFib) is a type of arrhythmia characterized by an irregular and often rapid heart rate. It can increase the risk of strokes, heart failure, and other heart-related complications. AFib occurs when the upper chambers of the heart (atria) beat too quickly and irregularly, causing the heart to pump less efficiently. This can lead to blood clots forming in the heart, which can increase the risk of stroke and other complications.",True,model6
055d404bee43010b4d63728b9fbf181e644fbefedbec8db6144d84fc9bbb2937,Gastroenterology,"Question: Odynophagia, characterized by pain during swallowing, manifests as dysphagia. In an individual afflicted with acquired immunodeficiency syndrome (AIDS) and presenting with a CD4 cell count below 100 cells/mm3, what initial course of action is recommended?
###Options:
A.  Serum candida antigen
B.  Chest computed tomography (CT)
C.  Endoscopy
D.  Fluconazole
E.  Stool candida culture

###Answer:",D,"In individuals with AIDS presenting with a CD4 cell count <100 cells/mm3 alongside symptoms of odynophagia, esophageal candidiasis is identifiable in approximately 90% of cases. Given the notably elevated probability of Candida infection in AIDS patients, empirical therapy represents a viable approach for confirming diagnosis in such instances. It is imperative to note the absence of a serum candida antigen test. Should initial treatment fail to yield desired outcomes, subsequent consideration should be given to performing an endoscopic examination.",Serum candida antigen,Chest computed tomography (CT),Endoscopy,Fluconazole,Stool candida culture,D,"D. Fluconazole

Rationale: 
In individuals with AIDS, odynophagia is often caused by esophageal candidiasis. Since the CD4 cell count is below 100 cells/mm3, empiric treatment with fluconazole is recommended initially. This is because esophageal candidiasis is a common opportunistic infection in AIDS patients with low CD4 counts. Endoscopy may be required later if symptoms persist or if there are concerns about other diagnoses. Serum candida antigen and stool candida culture are not typically used for diagnosis of esophageal candidiasis. Chest CT may be useful if there are concerns about pulmonary involvement, but it is not the primary diagnostic or therapeutic approach for odynophagia in this scenario.",True,model6
06d2607a09b7dd1e478c245d81c5d5ae88dfcd7fa48d82eb58bef7817d50be4c,Obstetrics_and_Gynecology,"Question: A patient has a midpelvic contracture from a previous pelvic injury due to a motor vehicle accident as a teenager. The nurse is aware that this could prevent a fetus from passing through or around which structure during childbirth?
###Options:
A.  Symphysis pubis
B.  Sacral promontory
C.  Ischial spines
D.  Pubic arch
E.  None of the above

###Answer:",C,"The ischial spines are located in the mid-pelvic region and could be narrowed due to the previous pelvic injury. The symphysis pubis, sacral promontory, and pubic arch are not part of the mid-pelvis.",Symphysis pubis,Sacral promontory,Ischial spines,Pubic arch,None of the above,C,"C. Ischial spines

Rationale: Midpelvic contracture is a narrowing of the pelvis at the level of the ischial spines, which can prevent a fetus from passing through or around this structure during childbirth. This narrowing can cause difficulties during delivery and may require cesarean section.",True,model6
0874597d60b12ec5b4be8ab974f8be88620b538dd3fa078e413c42e260a0df9a,Hematology,"Question: Which of the following is a common clinical feature of sickle cell disease in African children?
###Options:
A.  Splenomegaly
B.  Microcytic anemia
C.  Thrombocytopenia
D.  Pancytopenia
E.  Leukocytosis

###Answer:",A,Splenomegaly is a common finding in children with sickle cell disease due to sequestration of sickled red blood cells within the spleen.,Splenomegaly,Microcytic anemia,Thrombocytopenia,Pancytopenia,Leukocytosis,E,"E.  Leukocytosis

Rationale: Sickle cell disease in African children often presents with leukocytosis, which is a common clinical feature. This is due to the body's response to chronic inflammation and infection. In contrast, splenomegaly is not typically seen in African children with sickle cell disease, as the spleen often becomes non-functional early in life due to repeated infarctions. Microcytic anemia is not a characteristic of sickle cell disease, and thrombocytopenia and pancytopenia are not typically associated with the disease.",False,model6
