sample_id,specialty,question,answer,rationale,A,B,C,D,E,model_answer,model rationale,correct,model number
4dcef5829a86c0ddf499c426963554b65274f5b729415cbb7d8c586b4b83f846,Obstetrics_and_Gynecology,"Question: Which of the following statements accurately reflects the management approach for a 62-year-old obese woman with hypertension and type 2 diabetes mellitus who experiences vaginal bleeding for the first time since her menopause 11 years ago?
###Options:
A.  She probably has fibroids
B.  The woman's symptoms are most likely due to the presence of an arteriovenous malformation in the uterine wall.
C.  She should undergo evaluation with a pelvic examination and transvaginal ultrasound, and referral for endometrial sampling is necessary.
D.  She has engaged in energetic sexual intercourse

###Answer:",C,"In a postmenopausal woman, particularly one with diabetes, obesity, and hypertension, there is a heightened risk of endometrial cancer that warrants investigation and exclusion.",She probably has fibroids,The woman's symptoms are most likely due to the presence of an arteriovenous malformation in the uterine wall.,"She should undergo evaluation with a pelvic examination and transvaginal ultrasound, and referral for endometrial sampling is necessary.",She has engaged in energetic sexual intercourse,,C,"The correct answer is C. She should undergo evaluation with a pelvic examination and transvaginal ultrasound, and referral for endometrial sampling is necessary. The rationale for this answer is that postmenopausal bleeding is a significant symptom that requires further evaluation due to the potential risk of endometrial cancer. A pelvic examination and transvaginal ultrasound can help identify any abnormalities in the pelvic organs, including the uterus, ovaries, and cervix. Endometrial sampling, such as an endometrial biopsy, is necessary to assess for endometrial hyperplasia or malignancy. Given the patients age, obesity, hypertension, and diabetes mellitus, she is at higher risk for endometrial cancer, making the evaluation and sampling necessary. Options A, B, and D are not supported by the patients presentation and are less likely to be the cause of her symptoms.",True,model4
da4c5d13cf0246b7b9594a2752c1d783492f52234748f8d27be5a79afdc3152a,Internal_Medicine,"Question: 51-year-old man with a 10-year history of gastroesophageal reflux and suspected Barrett esophagus comes to the office because his omeprazole dose ""doesn't work around the Christmas holidays."" He states that he prides himself on having a large appetite and ""holding his liquor"" during the holidays. He currently takes the maximum dose of omeprazole. Which of the following is the most appropriate initial action by the physician?
###Options:
A.  Ask the patient how much he is eating and drinking during the holidays
B.  Explain the hazards of untreated reflux in the presence of Barrett esophagus
C.  Order an upper endoscopy
D.  Switch the omeprazole to pantoprazole
E.  Refer the patient to a gastroenterologist

###Answer:",A,"Given the patient's symptoms worsening specifically during the holidays despite taking the maximum dose of omeprazole, it is important to assess potential contributing factors such as excessive eating and drinking, which can exacerbate gastroesophageal reflux. Understanding the patient's behavior during the holidays can guide further management decisions. Therefore, option (A) is the most appropriate initial action.",Ask the patient how much he is eating and drinking during the holidays,Explain the hazards of untreated reflux in the presence of Barrett esophagus,Order an upper endoscopy,Switch the omeprazole to pantoprazole,Refer the patient to a gastroenterologist,A,"The correct answer is A. Ask the patient how much he is eating and drinking during the holidays. Rationale The patients symptoms suggest that his reflux is exacerbated during the holiday season, likely due to increased food and alcohol intake. By asking about his eating and drinking habits, the physician can assess the potential contributing factors to his symptoms. This approach is the most appropriate initial action because it focuses on modifying lifestyle factors that may be influencing his reflux, rather than immediately escalating pharmacotherapy or referring him to a specialist.",True,model4
4b4a7a952553f6dea5427e115809cf5c558ca9288d02cfcc74263e5132ec2887,Internal_Medicine,"Question: What is the recommended vaccination to prevent shingles (herpes zoster) in older adults?
###Options:
A.  DTaP
B.  MMR
C.  Influenza
D.  Pneumococcal vaccine
E.  Zoster (shingles) vaccine

###Answer:",E,"The zoster (shingles) vaccine is recommended for older adults to prevent shingles, a painful rash caused by reactivation of the varicella-zoster virus.",DTaP,MMR,Influenza,Pneumococcal vaccine,Zoster (shingles) vaccine,E,"The answer is E. Zoster shingles vaccine. The zoster vaccine is specifically designed to prevent shingles and its associated complications in older adults. It is recommended for individuals aged 60 years and older, regardless of whether they have had a previous episode of shingles. The vaccine can help reduce the risk of developing shingles by about 50 and the associated complications, such as postherpetic neuralgia, by about 66. The other vaccines listed, such as DTaP, MMR, Influenza, and Pneumococcal vaccine, are not specifically designed to prevent shingles.",True,model4
265049d633cd0f3229d266a5284aa104eba52196034cb16afe7a0a70bac253f6,Cardiology,"Question: A 34-year-old man presents with a 1-week history of muscle aches, fatigue, and fever that occurs every 2 days. His history is significant for a trip to Nepal. Vital signs are temperature 39°C (102.2°F), heart rate 102 bpm, respiratory rate 22 breaths/min, and blood pressure 108/74 mm Hg. Physical examination reveals icterus and splenomegaly. Laboratory results are hemoglobin 11 g/dL and the peripheral smear shows erythrocytes with brick-red granules. A presumptive diagnosis is made and the patient is hospitalized and started on appropriate therapy. On the 3rd hospital day, the develops a sudden increase in heart rate. An electrocardiogram is obtained (see below). What was the most likely drug administered?


###Options:
A.  Metronidazole
B.  Pyrimethamine
C.  ciprofloxacin
D.  Chloroquine
E.  Doxycycline

###Answer:",D,"A patient with recent travel history, cyclical fever, and brick red granules (Schüffner stippling) in erythrocytes suggests the diagnosis of malaria. The patient was most likely treated with chloroquine, a quinoline derivative that is a first-line agent for Plasmodium vivax and P. ovale infections. Chloroquine can cause marked QT prolongation and can cause severe ventricular arrhythmias like torsades de pointes.

Patients on antimalarials should be monitored with an ECG regularly. The common side effect of chloroquine is gastrointestinal upset (GI), headache, blurred vision, and insomnia.

Doxycycline and tetracycline are usually well-tolerated, but some GI upset can be seen and, less commonly, ultraviolet photosensitivity

Metronidazole and pyrimethamine drugs are not effective against malaria.",Metronidazole,Pyrimethamine,ciprofloxacin,Chloroquine,Doxycycline,D,"The answer is D. Chloroquine. The patients symptoms and laboratory findings are consistent with malaria, and chloroquine is a common treatment for uncomplicated malaria. The drug toxicity manifested as a sudden increase in heart rate, which is characteristic of chloroquine toxicity. Metronidazole, pyrimethamine, ciprofloxacin, and doxycycline are not typically used to treat malaria. The electrocardiogram ECG showing QT prolongation further supports the diagnosis of chloroquine toxicity. QT prolongation can lead to lifethreatening arrhythmias such as torsades de pointes. It is important to monitor patients receiving chloroquine for signs of toxicity, especially in cases of overdose or when administering high doses. In this case, the patient likely developed chloroquine toxicity due to an overdose or inappropriate dosing, leading to the observed symptoms and ECG changes. The patient should be closely monitored for further complications and receive supportive care. Additional information about malaria and its treatment can be found in the CDCs guidelines for malaria treatment. Reference CDC. Malaria Treatment. Available at httpswww.cdc.govmalariadiagnosistreatmenttreatment.html. Accessed on 202",True,model4
8bc767a7f2a0145642eb2052ff5cac54048fd52037d431b8072a502238b1523b,Internal_Medicine,"Question: Which type of immune cell is primarily responsible for coordinating and regulating immune responses by releasing signaling molecules (cytokines)?
###Options:
A.  Macrophages
B.  Dendritic cells
C.  T cells
D.  B cells
E.  Natural killer cells

###Answer:",C,"T cells (T lymphocytes) play a central role in adaptive immunity by recognizing antigens, coordinating immune responses, and producing cytokines to activate other immune cells.",Macrophages,Dendritic cells,T cells,B cells,Natural killer cells,C,"The answer is C. T cells. T cells play a crucial role in coordinating and regulating immune responses through the release of cytokines. They are capable of recognizing antigens presented by antigenpresenting cells and then activating other immune cells to mount a response. T cells also produce cytokines that help to modulate the immune response, promoting or suppressing inflammation and other immune activities as needed. Macrophages, dendritic cells, B cells, and natural killer cells are also involved in immune responses, but their primary function is not cytokine release for regulation purposes. Macrophages and dendritic cells are involved in phagocytosis and antigen presentation, B cells are responsible for antibody production, and natural killer cells target and kill infected or cancerous cells.",True,model4
41704f00810cf3a6d3d6fa04fa6b9cdaaba8bbc635225b206d003afcec1bbd87,Endocrinology,"Question: Which of the following hormones is  secreted by the beta cells of the pancreas and stimulates the uptake of glucose by the cells
###Options:
A.  Glucagon
B.  epinephrine
C.  Somatostatin
D.  Insulin
E.  Progesterone

###Answer:",D,Insulin is responsible for the rise in blood glucose levels after meals.It promotes the uptake of glucose by muscles and fat cells thereby lowering blood glucose levels,Glucagon,epinephrine,Somatostatin,Insulin,Progesterone,D,"The answer is D. Insulin. Insulin is a hormone produced by the beta cells of the pancreas that plays a key role in regulating glucose metabolism. When insulin is released into the bloodstream, it stimulates the uptake of glucose by the bodys cells, particularly muscle and adipose tissue. This helps to lower blood glucose levels. Glucagon, on the other hand, is secreted by the alpha cells of the pancreas and has the opposite effect, increasing blood glucose levels by stimulating the release of glucose from the liver. Epinephrine is a hormone released by the adrenal glands in response to stress or hypoglycemia, and it also increases blood glucose levels by stimulating the release of glucose from the liver and inhibiting insulin secretion. Somatostatin is another hormone produced by the pancreas that regulates the release of various hormones, including insulin and glucagon. Progesterone is a hormone involved in the menstrual cycle and pregnancy, but it does not play a direct role in glucose metabolism.",True,model4
b54ad40386e61a6e25d4e6d90ac7890bef312ec4f3b1231f630acf3323bd9503,Cardiology,"Question: Which condition is characterized by sudden, temporary weakness or paralysis on one side of the body?
###Options:
A.  Epilepsy
B.  Migraine
C.  Hemiplegia
D.  Bell's palsy
E.  Parkinson's disease

###Answer:",C,Hemiplegia refers to weakness or paralysis affecting one side of the body and is often associated with conditions like stroke or brain injury.,Epilepsy,Migraine,Hemiplegia,Bell's palsy,Parkinson's disease,C,"The answer is C. Hemiplegia. Hemiplegia is a neurological disorder characterized by sudden, temporary weakness or paralysis on one side of the body. It is often caused by a stroke or a blood clot that blocks blood flow to the brain. Rationale Epilepsy is a neurological disorder characterized by recurring seizures, not sudden weakness or paralysis. Migraine is a neurological disorder characterized by recurrent moderate to severe headaches, often accompanied by nausea, vomiting, and sensitivity to light and sound. Bells palsy is a condition that causes sudden weakness or paralysis of the muscles on one side of the face, not the entire side of the body. Parkinsons disease is a progressive neurological disorder that affects movement and coordination, but it does not typically cause sudden, temporary weakness or paralysis. Therefore, the correct answer is C Hemiplegia.",True,model4
8ea1d0fb5473b044285b1ed35394d8e165517c54fb13b61240909969596f48fa,Internal_Medicine,"Question: Type II respiratory failure occurs when alveolar ventilation is insufficient to excrete the carbon dioxide being produced. Which of the following is the most important cause for type II respiratory failure in myasthenia gravis?
###Options:
A.  Increased resistance to ventilation
B.  Pulmonary vasoconstriction
C.  Increased vagal stimulation of pontine centres
D.  Early fatigue of inspiratory muscles
E.  Depression of dorsal respiratory group of neurons

###Answer:",D,"The most important cause for type II respiratory failure in myasthenia gravis is early fatigue of inspiratory muscles.Myasthenia gravis (MG) is an autoimmune disorder characterized by muscle weakness and fatigue, particularly in the voluntary muscles. In the context of respiratory function, weakness and fatigue of the respiratory muscles, including the diaphragm and other inspiratory muscles, can lead to inadequate ventilation. This inadequate ventilation results in impaired clearance of carbon dioxide (CO2), leading to type II respiratory failure (hypercapnic respiratory failure).While other factors such as increased resistance to ventilation or depression of the dorsal respiratory group of neurons may contribute to respiratory dysfunction in certain conditions, early fatigue of inspiratory muscles is the primary mechanism responsible for type II respiratory failure in myasthenia gravis.",Increased resistance to ventilation,Pulmonary vasoconstriction,Increased vagal stimulation of pontine centres,Early fatigue of inspiratory muscles,Depression of dorsal respiratory group of neurons,D,"The most important cause for type II respiratory failure in myasthenia gravis is D. Early fatigue of inspiratory muscles. Myasthenia gravis is an autoimmune neuromuscular disorder characterized by weakness and fatigability of skeletal muscles, including the muscles of respiration. The early fatigue of inspiratory muscles leads to inadequate ventilation and subsequent type II respiratory failure. In type II respiratory failure, there is a failure to eliminate carbon dioxide due to inadequate alveolar ventilation. This is in contrast to type I respiratory failure, which is characterized by a failure to oxygenate due to inadequate gas exchange in the alveoli. Options A, B, and C are incorrect because they do not directly contribute to the development of type II respiratory failure in myasthenia gravis. Increased resistance to ventilation, pulmonary vasoconstriction, and increased vagal stimulation of pontine centres may contribute to respiratory failure in other conditions, but they are not the primary mechanisms in myasthenia gravis. Option E is also incorrect because the depression of the dorsal respiratory group of neurons is not a significant factor in the development of type II respiratory failure in myasthenia gravis. The dorsal respiratory group is primarily involved in regulating automatic respiration during",True,model4
2d60b396e4008a37d83f4840e9dca61a8b4169242ce12a693969859647586264,Cardiology,"Question: A 65-year-old man presents with dyspnea, fatigue, and peripheral edema at the hospital. He has had diabetes for more than 20 years. On examination, he is afebrile; other vitals are blood pressure 147/92 mm Hg, heart rate 95 bpm, and respiratory rate 25/min. Physical exam notes 4+ pitting edema in both legs, increased jugular venous pressure, S3 heart sound, and rales. The patients laboratory values are sodium 145 mmol/L, potassium 4.7 mmol/L, magnesium 1.2 mmol/L, and glucose 4.3 mmol/L. The patient has a history of hypertension and hypercholesterolemia. He is treated with furosemide and stabilized. On discharge, he is given medication with alpha-adrenergic and beta-adrenergic activity for treatment. Which of the following is the most likely indication?
###Options:
A.  Septic shock
B.  Hypertensive crisis
C.  Acute myocardial infarction
D.  Heart failure
E.  Dysrhythmia

###Answer:",D,"Carvedilol is a beta-blocker with an alpha-blocking activity associated with reduced mortality in patients with heart failure.

Carvedilol is indicated for treating hypertension, heart failure, and left ventricular dysfunction.

Beta-adrenergic blocking agents usually are not given specifically with regard to meals or the fullness or emptiness of the stomach.

Other agents associated with reduced mortality in patients with heart failure include angiotensin-converting enzyme inhibitors, isosorbide dinitrate, carvedilol, bisoprolol, and metoprolol succinate.",Septic shock,Hypertensive crisis,Acute myocardial infarction,Heart failure,Dysrhythmia,D,Youre welcome! Im glad I could help,True,model4
2f1f3304aaec1fffd4ec6b7941c9177064dd01d3f7b623d9754f8973eebfd1c2,Obstetrics_and_Gynecology,"Question: A 19-year-old female seeks elective pregnancy termination six weeks subsequent to the anticipated (missed) onset of her menstrual cycle. She has a history of regular menstruation transpiring every 28 days. Pregnancy is validated via ²-human chorionic gonadotropin (²-hCG), with ultrasound affirming the anticipated gestational age. In consideration of this patient's circumstances, what method of pregnancy termination would be both safe and efficacious at this juncture?
###Options:
A.  Suction dilation and curettage (D
B.  Dilation and evacuation (D
C.  Hypertonic saline infusion
D.  15-methyl ±-prostaglandin injectio
E.  Hysterotomy

###Answer:",A,"Surgical abortion stands as one of the safest medical procedures, boasting a minimal serious complication rate of less than 1% during the first trimester, with a mortality rate merely a fraction of that associated with term delivery. Suction dilation and curettage represent the preferred method during the initial trimester. Internationally, the combination of the oral agent RU-486 followed by prostaglandin injection has demonstrated remarkable efficacy and safety, particularly within European clinical trials, proving effective up to approximately 9 weeks of gestation. Additionally, 15-methyl ±-prostaglandin serves as a viable intramuscular abortifacient, alongside options such as prostaglandin E2 suppositories or intraamniotic prostaglandin F2± for second-trimester induction of preterm labor. In light of safety concerns, intraamniotic injection of hypertonic saline is no longer deemed suitable due to its heightened risk of serious complications, including mortality, hyperosmolar crisis, cardiac failure, peritonitis, hemorrhage, and coagulation abnormalities. Thus, it is imperative to utilize superior alternatives and refrain from saline administration. Dilation and evacuation (D",Suction dilation and curettage (D,Dilation and evacuation (D,Hypertonic saline infusion,15-methyl ±-prostaglandin injectio,Hysterotomy,B,"The correct answer is B. Dilation and evacuation D. The rationale for this choice is that at six weeks gestation, the pregnancy is within the first trimester, making suction dilation and curettage D or dilation and evacuation D the preferred methods of pregnancy termination. These procedures are safe and effective at this gestational age. Hypertonic saline infusion C and 15methyl prostaglandin injections D are typically used in the second trimester. Hysterotomy E is a surgical procedure generally reserved for cases where other methods are not feasible or have failed. Therefore, dilation and evacuation D is the most appropriate method for this patient at this stage of pregnancy.",False,model4
