sample_id,specialty,question,answer,rationale,A,B,C,D,E,model_answer,model rationale,correct,model number
00a0c5c3ecc24277534918a48a8fc2d85c8d606be1d439c2a9a23937032db455,Internal_Medicine,"Question: What is the recommended method for preventing the transmission of tuberculosis (TB)?
###Options:
A.  Handwashing with soap and water
B.  Using insect repellents
C.  Sleeping under mosquito nets
D.  Wearing respiratory masks in crowded places
E.  Regular exercise

###Answer:",D,"Wearing respiratory masks in crowded places helps prevent the inhalation of TB bacteria, especially in areas with high TB prevalence.",Handwashing with soap and water,Using insect repellents,Sleeping under mosquito nets,Wearing respiratory masks in crowded places,Regular exercise,D,"D. Wearing respiratory masks in crowded places Rationale:
Tuberculosis (TB) is an airborne disease spread through the inhalation of droplets expelled by an infected person when they cough, sneeze, or speak. Therefore, the most effective method for preventing TB transmission is to wear respiratory masks in crowded places where there is a higher risk of exposure to these droplets.",True,model2
0111bb9d8842f840bcc6ee529c481f3c3bd67808982f953738695700e226775d,Obstetrics_and_Gynecology,"Question: A 24-year-old woman G2P0010 had a pregnancy complicated by abruptio placentae leading to fetal death at 38 weeks gestation. There was no etiology found after a diligent search. Which of the following statements is most accurate regarding this pregnancy?
###Options:
A.  With no etiology found, the risk of abruption in this current pregnancy is the same as any other pregnant patient
B.  Antenatal testing with biophysical profile should be considered starting at 34 to 35 weeks gestation
C.  Induction of labor should be considered at 37 to 38 weeks gestation.
D.  Weekly ultrasound examinations screening for retroplacental hemorrhage should be considered starting at 32 weeks gestation

###Answer:",C,"A history of abruption that is unexplained confers an increased risk of abruption with subsequent pregnancies. Antenatal testing does not predict acute events such as abruption. Rather, fetal testing such as biophysical profile is designed to identify chronic uteroplacental insufficiency such as caused by chronic hypertension, renal insufficiency, or maternal lupus. Ultrasound has poor ability to identify retroplacental clots or abruption. Induction at or slightly before the time of abruption with the fetal loss, if at term, is a reasonable approach to avoid repeat abruption.","With no etiology found, the risk of abruption in this current pregnancy is the same as any other pregnant patient",Antenatal testing with biophysical profile should be considered starting at 34 to 35 weeks gestation,Induction of labor should be considered at 37 to 38 weeks gestation.,Weekly ultrasound examinations screening for retroplacental hemorrhage should be considered starting at 32 weeks gestation,,C,"C. Induction of labor should be considered at 37 to 38 weeks gestation. Rationale: Women with a history of abruptio placentae have an increased risk of recurrence in subsequent pregnancies. Given the fetal death at 38 weeks' gestation in the previous pregnancy, it is recommended to consider induction of labor at 37 to 38 weeks' gestation to reduce the risk of a similar outcome in the current pregnancy. The other options are incorrect:  A: The risk of abruption in this pregnancy is higher than in other pregnancies, even if no etiology was found.
 B: Antenatal testing is not routinely recommended for women with a history of abruption.
 D: Weekly ultrasound examinations are not indicated for screening for retroplacental hemorrhage in this case.",True,model2
02515f966b3b25b3d0b686eb18ff5a1255b7b8b5a007017ce879a035e79985d9,Infectious_Disease,"Question: Select the situations in which the methods of sterilization or disinfection is not correctly applied
###Options:
A.  Plastic petri dishes: Hot air oven
B.  Theatre disinfection: UV radiation
C.  Skin antisepsis: Chlorhexidine in spirit
D.  Spillage of blood or serum: Hypochlorite solution

###Answer:",A,"Hot air oven, a form of dry heat requires temperatures in the range of 180°C for 2 hours. This process is used primarily for glassware.",Plastic petri dishes: Hot air oven,Theatre disinfection: UV radiation,Skin antisepsis: Chlorhexidine in spirit,Spillage of blood or serum: Hypochlorite solution,,B,B. Theatre disinfection: UV radiation Rationale: UV radiation is not effective for disinfecting large areas such as theatres. It has limited penetration power and can be blocked by objects or shadows. More effective methods for theatre disinfection include chemical fogging or vaporized hydrogen peroxide.,False,model2
02aae19255a9aec7e27aad9da13e2fc71d28fd963a773f171eb1d8d8427b5771,Infectious_Disease,"Question: Which of the following is a method of preventing the transmission of HIV (human immunodeficiency virus)?
###Options:
A.  Hand hygiene
B.  Condom use
C.  Oral antibiotics
D.  Isolation procedures
E.  Wearing of gloves

###Answer:",B,"Condom use is an effective method of preventing the sexual transmission of HIV, along with other sexually transmitted infections (STIs). It is an important component of comprehensive HIV prevention strategies.",Hand hygiene,Condom use,Oral antibiotics,Isolation procedures,Wearing of gloves,B,"B. Condom use Rationale:
Condom use is a highly effective method of preventing the transmission of HIV during sexual contact. It creates a physical barrier that prevents the exchange of bodily fluids, which can transmit the virus. The other options listed are not effective methods of preventing HIV transmission.",True,model2
02f3101dc8b43c72285a55444004a31e2143c0eb592b9b6ed66188442e4cf5ec,Cardiology,"Question: A 58-year-old female reports that she recently stopped taking her blood pressure medications because of swelling in her feet that began shortly after she started treatment. Which is most likely to cause peripheral edema?
###Options:
A.  Atenolol
B.  Clonidine
C.  Felodipine
D.  Hydralazine
E.  Prazosin

###Answer:",C,Peripheral edema is one of the most common side effects of calcium channel blockers. None of the other agents commonly cause peripheral edema,Atenolol,Clonidine,Felodipine,Hydralazine,Prazosin,C,"C. Felodipine Rationale: Felodipine is a calcium channel blocker that can cause peripheral edema as a common side effect. The other medications listed are also used to treat hypertension, but they are less likely to cause peripheral edema.",True,model2
04fa2897a3270076815ed74a9d23c04481da67bfdaca812170703cf9806b08f0,Gastroenterology,"Question: A 9-month-old male from Central America is brought to the emergency department with a 6-hour history of intermittent, inconsolable crying and hugging his knees to his abdomen. He has had two bloody stools and vomiting. The infant is irritable with a temperature of 38.5 C. The abdomen seems tender, and the child continues crying. What is the best initial diagnostic test?
###Options:
A.  Stool for giardia antigen, ova, and parasites
B.  Air contrast enema with a baseline scout decubitus view
C.  Abdominal ultrasound
D.  Plain radiograph of the abdomen
E.  CT scan

###Answer:",C,"The patient, being between the ages of 6 months and 4 years, most likely has ileocolic intussusception.

The history is consistent with this diagnosis, and occasionally a sausage-shaped mass can be palpated in the right upper quadrant. Plain radiographs may be helpful to exclude perforation or when ultrasound is not immediately available and can show characteristic bowel obstruction. The ""target sign,"" consisting of two concentric radiolucent circles superimposed on the right kidney, represents peritoneal fat surrounding and within the intussusception. The ""crescent sign"" is a soft tissue density representing the intussusceptum projecting into the gas of the large bowel, obscured liver margin, or lack of air in the cecum.

Air, saline, or barium enema can reduce the intussusception or make the diagnosis but are not usually the first study ordered because there is a risk of bowel rupture. Prior to the enema, the patient must be cleared for surgery. There is no preparation required for an abdominal ultrasound.

Bowel perforation must be excluded prior to radiologic intervention. Air has the least incidence of perforation.","Stool for giardia antigen, ova, and parasites",Air contrast enema with a baseline scout decubitus view,Abdominal ultrasound,Plain radiograph of the abdomen,CT scan,C,"C. Abdominal ultrasound Rationale: The clinical presentation is highly suggestive of intussusception, a condition where one part of the intestine telescopes into another. Abdominal ultrasound is the first-line imaging modality for diagnosing intussusception. It can demonstrate the characteristic ""target sign"" or ""doughnut sign,"" which represents the telescoped bowel. Other options may be considered in specific cases, but they are not the best initial diagnostic test for suspected intussusception.",True,model2
0520fc7000b1f741fc8089fe95e834975d0b1819271c16dd443c9ceb10ec7ae1,Cardiology,"Question: What condition is characterized by an irregular and often rapid heart rate that can increase the risk of strokes, heart failure, and other heart-related complications?
###Options:
A.  Ventricular tachycardia
B.  Atrial fibrillation
C.  Bradycardia
D.  Ventricular fibrillation
E.  Cardiac arrest

###Answer:",B,"The correct answer is (B) Atrial fibrillation. Atrial fibrillation (AFib) is a common type of arrhythmia that involves a rapid and irregular beating of the atrial chambers of the heart, increasing the risk of stroke, heart failure, and other heart-related issues.",Ventricular tachycardia,Atrial fibrillation,Bradycardia,Ventricular fibrillation,Cardiac arrest,B,"B. Atrial fibrillation Rationale:
Atrial fibrillation is a condition where the upper chambers of the heart (atria) beat irregularly and rapidly. This can lead to an increased risk of blood clots forming, which can travel to the brain and cause a stroke. It can also weaken the heart muscle, increasing the risk of heart failure.",True,model2
055d404bee43010b4d63728b9fbf181e644fbefedbec8db6144d84fc9bbb2937,Gastroenterology,"Question: Odynophagia, characterized by pain during swallowing, manifests as dysphagia. In an individual afflicted with acquired immunodeficiency syndrome (AIDS) and presenting with a CD4 cell count below 100 cells/mm3, what initial course of action is recommended?
###Options:
A.  Serum candida antigen
B.  Chest computed tomography (CT)
C.  Endoscopy
D.  Fluconazole
E.  Stool candida culture

###Answer:",D,"In individuals with AIDS presenting with a CD4 cell count <100 cells/mm3 alongside symptoms of odynophagia, esophageal candidiasis is identifiable in approximately 90% of cases. Given the notably elevated probability of Candida infection in AIDS patients, empirical therapy represents a viable approach for confirming diagnosis in such instances. It is imperative to note the absence of a serum candida antigen test. Should initial treatment fail to yield desired outcomes, subsequent consideration should be given to performing an endoscopic examination.",Serum candida antigen,Chest computed tomography (CT),Endoscopy,Fluconazole,Stool candida culture,C,"C. Endoscopy Rationale: Odynophagia in AIDS patients with low CD4 counts (<100 cells/mm3) is highly suggestive of esophageal candidiasis. Endoscopy is the gold standard for diagnosis, allowing direct visualization and biopsy of the esophageal mucosa. It helps confirm the diagnosis and rule out other causes of odynophagia, such as cytomegalovirus esophagitis or herpes simplex esophagitis. The other options are not as appropriate for the initial investigation of odynophagia in this clinical scenario.",False,model2
06d2607a09b7dd1e478c245d81c5d5ae88dfcd7fa48d82eb58bef7817d50be4c,Obstetrics_and_Gynecology,"Question: A patient has a midpelvic contracture from a previous pelvic injury due to a motor vehicle accident as a teenager. The nurse is aware that this could prevent a fetus from passing through or around which structure during childbirth?
###Options:
A.  Symphysis pubis
B.  Sacral promontory
C.  Ischial spines
D.  Pubic arch
E.  None of the above

###Answer:",C,"The ischial spines are located in the mid-pelvic region and could be narrowed due to the previous pelvic injury. The symphysis pubis, sacral promontory, and pubic arch are not part of the mid-pelvis.",Symphysis pubis,Sacral promontory,Ischial spines,Pubic arch,None of the above,C,"C. Ischial spines Rationale:
The ischial spines are bony projections located on the posterior aspect of the pelvis. A midpelvic contracture can narrow the space between the ischial spines, making it difficult or impossible for a fetus to pass through or around them during childbirth.",True,model2
0874597d60b12ec5b4be8ab974f8be88620b538dd3fa078e413c42e260a0df9a,Hematology,"Question: Which of the following is a common clinical feature of sickle cell disease in African children?
###Options:
A.  Splenomegaly
B.  Microcytic anemia
C.  Thrombocytopenia
D.  Pancytopenia
E.  Leukocytosis

###Answer:",A,Splenomegaly is a common finding in children with sickle cell disease due to sequestration of sickled red blood cells within the spleen.,Splenomegaly,Microcytic anemia,Thrombocytopenia,Pancytopenia,Leukocytosis,A,"A. Splenomegaly Rationale:
Splenomegaly is a common clinical feature of sickle cell disease in African children. This is because the sickled red blood cells can become trapped in the spleen, causing it to enlarge. The other options are not as common clinical features of sickle cell disease in African children.",True,model2
